Noise Type,Average PSNR,Average SSIM,Average VIF,Average Processing Time per Frame
Gaussian,39.63,0.9945,0.1383,0.0021
Gaussian,39.6,0.9945,0.1394,0.0022
Gaussian,39.43,0.9941,0.1517,0.0018
Gaussian,39.46,0.9936,0.1481,0.0018
Gaussian,39.22,0.9937,0.1512,0.0018
Gaussian,39.4,0.9934,0.1571,0.0018
Gaussian,39.46,0.9938,0.1509,0.0018
Gaussian,39.48,0.9941,0.147,0.0018
Gaussian,39.36,0.9939,0.1515,0.0017
Gaussian,39.67,0.9941,0.1443,0.002
Gaussian,39.64,0.9943,0.1426,0.0018
Gaussian,39.48,0.994,0.1436,0.0018
Gaussian,39.45,0.9934,0.1474,0.0017
Gaussian,39.5,0.9941,0.1449,0.0018
Gaussian,39.83,0.9976,0.1402,0.0018
Gaussian,39.73,0.994,0.1436,0.0018
Gaussian,39.77,0.9942,0.1435,0.0018
Gaussian,39.73,0.9941,0.144,0.0018
Gaussian,39.38,0.9941,0.1509,0.0018
Gaussian,39.96,0.9978,0.1422,0.0018
Gaussian,39.21,0.9937,0.1578,0.0018
Gaussian,39.74,0.9965,0.1422,0.0018
Gaussian,39.73,0.9964,0.1446,0.0019
Gaussian,39.67,0.9942,0.142,0.002
Gaussian,39.66,0.994,0.1431,0.0018
Gaussian,39.25,0.994,0.1505,0.0018
Gaussian,39.57,0.9945,0.1389,0.0018
Gaussian,39.16,0.9933,0.154,0.0018
Gaussian,39.79,0.9941,0.1426,0.0018
Gaussian,39.66,0.9945,0.1476,0.0018
Gaussian,39.28,0.9927,0.1511,0.0019
Gaussian,39.56,0.9944,0.1412,0.0018
Gaussian,39.65,0.9941,0.1431,0.0018
Gaussian,39.8,0.9943,0.1431,0.0024
Gaussian,39.2,0.994,0.1511,0.0018
Gaussian,39.4,0.9941,0.1481,0.0019
Gaussian,39.5,0.9942,0.1467,0.0018
Gaussian,39.84,0.9972,0.1414,0.0019
Gaussian,39.38,0.9942,0.1468,0.0019
Gaussian,39.22,0.9938,0.1516,0.002
Gaussian,39.45,0.9935,0.1537,0.0018
Gaussian,39.42,0.9925,0.1492,0.0018
Gaussian,39.71,0.9964,0.1448,0.0018
Gaussian,39.7,0.9946,0.1454,0.0018
Gaussian,39.58,0.9965,0.1451,0.0018
Gaussian,39.49,0.9936,0.1499,0.0018
Gaussian,39.0,0.9946,0.1618,0.0018
Gaussian,39.66,0.994,0.1411,0.0018
Gaussian,39.71,0.9941,0.1455,0.0018
Gaussian,39.25,0.9936,0.1575,0.0018
Gaussian,39.57,0.9943,0.1445,0.0018
Gaussian,39.67,0.9943,0.139,0.002
Gaussian,39.57,0.9945,0.1461,0.0018
Gaussian,39.64,0.9941,0.144,0.0018
Gaussian,39.42,0.9939,0.1476,0.002
Gaussian,39.54,0.9936,0.1422,0.0018
Gaussian,39.84,0.9975,0.1434,0.0018
Gaussian,39.52,0.9941,0.1456,0.0018
Gaussian,39.82,0.994,0.1437,0.0018
Gaussian,39.53,0.9944,0.1405,0.0018
Gaussian,39.52,0.9941,0.1439,0.0018
Gaussian,39.72,0.9943,0.1431,0.0018
Gaussian,39.4,0.9938,0.1465,0.0018
Gaussian,39.54,0.994,0.1414,0.0019
Gaussian,39.74,0.9941,0.1432,0.0018
Gaussian,39.69,0.9941,0.1453,0.0018
Gaussian,39.4,0.9942,0.1449,0.0018
Gaussian,39.38,0.9937,0.1503,0.0019
Gaussian,39.29,0.9934,0.1564,0.002
Gaussian,39.77,0.9943,0.1416,0.0019
Gaussian,39.87,0.9977,0.1424,0.0018
Gaussian,39.52,0.9935,0.1479,0.0018
Gaussian,39.22,0.9937,0.1527,0.0018
Gaussian,39.44,0.9937,0.1545,0.0018
Gaussian,39.21,0.9938,0.1526,0.0019
Gaussian,39.69,0.9944,0.1435,0.0018
Gaussian,39.79,0.9963,0.1456,0.0018
Gaussian,39.4,0.9937,0.1478,0.0018
Gaussian,39.47,0.994,0.1452,0.0018
Gaussian,39.57,0.9943,0.1393,0.0022
Gaussian,39.62,0.994,0.1458,0.0018
Gaussian,39.38,0.9939,0.1477,0.0018
Gaussian,39.53,0.9934,0.1451,0.002
Gaussian,39.49,0.994,0.1503,0.0018
Gaussian,39.85,0.9978,0.1425,0.0018
Gaussian,39.43,0.994,0.1471,0.0018
Gaussian,39.6,0.9944,0.1408,0.0019
Gaussian,39.61,0.9947,0.1463,0.0018
Gaussian,39.76,0.9973,0.1387,0.0018
Gaussian,39.64,0.9936,0.1423,0.0018
Gaussian,39.6,0.9945,0.1404,0.0019
Gaussian,39.49,0.9946,0.1487,0.0018
Gaussian,39.54,0.9942,0.1455,0.0018
Gaussian,39.28,0.9937,0.1505,0.0018
Gaussian,39.54,0.9944,0.1413,0.002
Gaussian,39.75,0.9947,0.1454,0.0018
Gaussian,39.79,0.994,0.1462,0.0018
Gaussian,39.33,0.9938,0.1486,0.0019
Gaussian,39.1,0.995,0.1578,0.0018
Gaussian,39.22,0.9938,0.1521,0.0019
Gaussian,39.5,0.9942,0.1522,0.0018
Gaussian,39.75,0.9939,0.1467,0.0026
Gaussian,39.57,0.9941,0.1487,0.0019
Gaussian,39.6,0.9941,0.1456,0.0018
Gaussian,39.54,0.9938,0.1491,0.0018
Gaussian,39.61,0.9947,0.1397,0.0018
Gaussian,39.94,0.9976,0.1394,0.0018
Gaussian,39.92,0.9976,0.1414,0.0018
Gaussian,39.31,0.994,0.1483,0.0018
Gaussian,39.76,0.9944,0.142,0.0019
Gaussian,39.03,0.9921,0.1586,0.0019
Gaussian,39.72,0.9964,0.1452,0.0018
Gaussian,39.77,0.9974,0.1427,0.0019
Gaussian,39.62,0.9941,0.146,0.0018
Gaussian,39.53,0.9945,0.1433,0.0018
Gaussian,39.53,0.9941,0.1464,0.0018
Gaussian,39.51,0.9938,0.1472,0.0018
Gaussian,39.39,0.9942,0.1426,0.0018
Gaussian,39.48,0.9937,0.1484,0.0018
Gaussian,39.35,0.9956,0.1523,0.0018
Gaussian,39.35,0.994,0.1482,0.0018
Gaussian,39.56,0.9936,0.152,0.0018
Gaussian,39.53,0.9939,0.146,0.0018
Gaussian,39.28,0.9926,0.1507,0.0018
Gaussian,39.87,0.9972,0.145,0.0019
Gaussian,39.1,0.9963,0.1467,0.0019
Gaussian,39.09,0.9967,0.1463,0.0018
Gaussian,39.02,0.9951,0.1455,0.0019
Gaussian,38.87,0.994,0.1568,0.0018
Gaussian,39.06,0.9946,0.1524,0.0019
Gaussian,39.06,0.9956,0.1469,0.0018
Gaussian,39.31,0.9962,0.1435,0.0018
Gaussian,39.11,0.9964,0.1446,0.0018
Gaussian,39.45,0.9973,0.1407,0.0018
Gaussian,39.3,0.9956,0.1575,0.0018
Gaussian,39.17,0.9947,0.1492,0.0018
Gaussian,38.53,0.9928,0.1701,0.0018
Gaussian,39.6,0.9979,0.1346,0.0018
Gaussian,39.2,0.9958,0.1442,0.0018
Gaussian,39.42,0.9945,0.1497,0.0018
Gaussian,39.07,0.9961,0.148,0.0018
Gaussian,39.09,0.9952,0.1485,0.0018
Gaussian,39.08,0.9952,0.15,0.0018
Gaussian,39.07,0.9959,0.1449,0.0018
Gaussian,39.1,0.997,0.1352,0.0018
Gaussian,38.98,0.9952,0.1498,0.0018
Gaussian,38.56,0.9926,0.1713,0.0018
Gaussian,39.06,0.996,0.1505,0.0018
Gaussian,39.07,0.9957,0.1447,0.0019
Gaussian,39.02,0.9946,0.1525,0.0018
Gaussian,39.07,0.9945,0.1521,0.0018
Gaussian,39.15,0.9965,0.1412,0.0018
Gaussian,38.94,0.995,0.1513,0.0018
Gaussian,39.17,0.9961,0.1415,0.0017
Gaussian,39.57,0.9974,0.1399,0.0018
Gaussian,39.22,0.9971,0.1323,0.0018
Gaussian,39.04,0.996,0.1467,0.0018
Gaussian,39.51,0.9973,0.1398,0.0018
Gaussian,39.02,0.9955,0.1478,0.0018
Gaussian,39.22,0.9952,0.1444,0.0018
Gaussian,38.52,0.9922,0.1748,0.0018
Gaussian,39.11,0.9955,0.1467,0.0018
Gaussian,39.47,0.9974,0.142,0.0018
Gaussian,38.97,0.9941,0.1501,0.0018
Gaussian,39.43,0.9975,0.1389,0.0018
Gaussian,39.63,0.9974,0.1425,0.0018
Gaussian,39.1,0.9958,0.1435,0.0018
Gaussian,39.12,0.9947,0.1509,0.0018
Gaussian,39.47,0.9971,0.1451,0.0018
Gaussian,39.07,0.9957,0.1458,0.0018
Gaussian,39.12,0.9952,0.1498,0.0018
Gaussian,38.79,0.9933,0.1568,0.0018
Gaussian,38.94,0.9956,0.1562,0.0018
Gaussian,39.21,0.9963,0.1398,0.0018
Gaussian,39.12,0.9959,0.143,0.0018
Gaussian,38.81,0.9935,0.1553,0.0018
Gaussian,39.52,0.9974,0.1405,0.0018
Gaussian,39.1,0.997,0.1356,0.0018
Gaussian,39.17,0.9957,0.1457,0.0018
Gaussian,39.39,0.9968,0.1462,0.0018
Gaussian,39.56,0.9978,0.136,0.002
Gaussian,39.1,0.9954,0.1482,0.0018
Gaussian,39.59,0.9974,0.1395,0.0018
Gaussian,39.14,0.9957,0.1437,0.0018
Gaussian,39.44,0.9972,0.1416,0.0018
Gaussian,39.08,0.9958,0.1445,0.0018
Gaussian,39.26,0.9972,0.1362,0.0019
Gaussian,38.87,0.9937,0.1546,0.0018
Gaussian,38.99,0.9955,0.1474,0.0018
Gaussian,39.63,0.998,0.1326,0.0018
Gaussian,39.23,0.9967,0.1382,0.0018
Gaussian,39.0,0.9963,0.1412,0.0018
Gaussian,39.2,0.9963,0.1473,0.002
Gaussian,39.37,0.9962,0.1407,0.0018
Gaussian,39.2,0.9971,0.1319,0.0019
Gaussian,39.14,0.9953,0.1452,0.0018
Gaussian,39.21,0.9967,0.1329,0.0018
Gaussian,39.06,0.9959,0.1471,0.0018
Gaussian,38.89,0.9952,0.1509,0.0018
Gaussian,39.18,0.9954,0.1443,0.0019
Gaussian,38.92,0.9945,0.1532,0.0019
Gaussian,39.06,0.9966,0.1456,0.0018
Gaussian,39.18,0.9966,0.1407,0.0017
Gaussian,38.82,0.9935,0.1573,0.0018
Gaussian,39.24,0.9971,0.1315,0.0018
Gaussian,38.54,0.9925,0.1729,0.0018
Gaussian,39.07,0.9959,0.1448,0.0018
Gaussian,39.08,0.9946,0.1431,0.0018
Gaussian,39.28,0.9955,0.147,0.0019
Gaussian,38.95,0.9957,0.1592,0.0018
Gaussian,39.36,0.9964,0.1427,0.0018
Gaussian,39.29,0.9952,0.1447,0.0018
Gaussian,38.79,0.9938,0.1603,0.0018
Gaussian,38.79,0.9949,0.1564,0.0018
Gaussian,39.37,0.9965,0.1421,0.0018
Gaussian,39.1,0.9967,0.1505,0.0018
Gaussian,39.57,0.9976,0.1419,0.0018
Gaussian,38.85,0.9938,0.1615,0.0018
Gaussian,39.57,0.9978,0.1353,0.0019
Gaussian,39.05,0.995,0.152,0.0018
Gaussian,38.97,0.9946,0.1531,0.0018
Gaussian,39.28,0.9959,0.1379,0.0018
Gaussian,39.67,0.9966,0.1535,0.0018
Gaussian,39.43,0.9975,0.1398,0.0018
Gaussian,39.07,0.9956,0.1473,0.0018
Gaussian,39.09,0.9951,0.1498,0.0018
Gaussian,39.16,0.9949,0.1516,0.0018
Gaussian,39.18,0.9964,0.1446,0.0018
Gaussian,39.35,0.9964,0.1418,0.0019
Gaussian,39.1,0.9947,0.1424,0.0018
Gaussian,39.08,0.9957,0.1452,0.0018
Gaussian,39.05,0.9955,0.1472,0.0018
Gaussian,39.22,0.9965,0.143,0.0018
Gaussian,38.95,0.995,0.1528,0.0018
Gaussian,39.23,0.9965,0.1393,0.0018
Gaussian,38.78,0.9949,0.1572,0.0018
Gaussian,38.97,0.9943,0.147,0.002
Gaussian,39.19,0.9969,0.1322,0.0018
Gaussian,39.2,0.9952,0.159,0.0018
Gaussian,39.01,0.995,0.1592,0.0018
Gaussian,39.74,0.9967,0.1372,0.0018
Gaussian,38.86,0.9937,0.1558,0.0018
Gaussian,39.06,0.9954,0.1468,0.0018
Gaussian,38.99,0.9944,0.1549,0.0018
Gaussian,39.13,0.997,0.1365,0.0019
Gaussian,39.26,0.9971,0.138,0.002
Gaussian,39.39,0.9967,0.1412,0.0018
Gaussian,38.5,0.992,0.1762,0.0018
Gaussian,38.9,0.9941,0.1464,0.0018
Gaussian,38.97,0.9944,0.1478,0.0017
Gaussian,39.19,0.9964,0.1417,0.002
Gaussian,39.09,0.995,0.146,0.0018
Gaussian,39.4,0.995,0.1486,0.0018
Gaussian,38.66,0.9923,0.1734,0.0018
Gaussian,38.74,0.9932,0.1685,0.002
Gaussian,38.57,0.9923,0.1757,0.0018
Gaussian,39.17,0.9968,0.1329,0.0018
Gaussian,38.9,0.9954,0.1517,0.0018
Gaussian,39.21,0.9959,0.1418,0.0018
Gaussian,39.05,0.9955,0.1479,0.0018
Gaussian,38.91,0.9938,0.1516,0.0018
Gaussian,38.93,0.9935,0.161,0.0018
Gaussian,39.13,0.9971,0.1351,0.0018
Gaussian,39.57,0.9978,0.1359,0.0018
Gaussian,39.09,0.9948,0.1414,0.0018
Gaussian,39.04,0.9957,0.1445,0.0018
Gaussian,39.17,0.9948,0.1505,0.0018
Gaussian,39.01,0.9958,0.153,0.0018
Gaussian,39.17,0.9947,0.1508,0.0018
Gaussian,39.14,0.9952,0.1499,0.0018
Gaussian,39.08,0.9967,0.1446,0.0018
Gaussian,39.07,0.997,0.1382,0.0018
Gaussian,38.57,0.9918,0.1698,0.0018
Gaussian,39.11,0.9971,0.1353,0.0018
Gaussian,39.42,0.9967,0.1464,0.0018
Gaussian,39.44,0.9974,0.1401,0.0018
Gaussian,39.07,0.9953,0.1453,0.0018
Gaussian,39.17,0.9949,0.1404,0.0019
Gaussian,39.05,0.9959,0.1521,0.0018
Gaussian,39.52,0.9974,0.1404,0.0018
Gaussian,39.26,0.9965,0.1414,0.0018
Gaussian,39.26,0.9953,0.1478,0.0018
Gaussian,38.57,0.992,0.1661,0.0018
Gaussian,38.81,0.9936,0.1522,0.0018
Gaussian,38.87,0.9953,0.1619,0.0018
Poisson,43.55,0.9934,0.113,0.0019
Poisson,44.96,0.9942,0.093,0.0018
Poisson,42.89,0.993,0.1047,0.0019
Poisson,43.49,0.9905,0.0962,0.0018
Poisson,46.24,0.9927,0.0796,0.0019
Poisson,47.66,0.9949,0.0597,0.0018
Poisson,43.68,0.9912,0.1039,0.0019
Poisson,47.82,0.995,0.0578,0.0019
Poisson,44.31,0.9908,0.0891,0.0019
Poisson,43.43,0.9885,0.1104,0.0018
Poisson,44.25,0.991,0.0963,0.0019
Poisson,44.78,0.9912,0.0936,0.0019
Poisson,44.82,0.9944,0.0922,0.0018
Poisson,43.4,0.9913,0.1031,0.0019
Poisson,43.71,0.9929,0.1101,0.0018
Poisson,44.74,0.9917,0.0918,0.0018
Poisson,43.91,0.992,0.0992,0.0019
Poisson,43.82,0.9913,0.0989,0.0018
Poisson,47.55,0.9947,0.0605,0.0018
Poisson,45.41,0.9927,0.0729,0.0019
Poisson,43.31,0.9923,0.1026,0.0019
Poisson,42.88,0.9908,0.1055,0.0019
Poisson,42.69,0.9909,0.1183,0.0018
Poisson,47.64,0.9949,0.0614,0.0018
Poisson,43.6,0.9927,0.0973,0.002
Poisson,44.72,0.9918,0.0937,0.0019
Poisson,42.58,0.9916,0.1103,0.0019
Poisson,42.81,0.991,0.1083,0.0018
Poisson,43.31,0.9905,0.1006,0.0018
Poisson,44.93,0.9919,0.0828,0.0019
Poisson,43.38,0.9928,0.099,0.0019
Poisson,45.36,0.9923,0.0824,0.0018
Poisson,44.64,0.9935,0.0705,0.0019
Poisson,42.89,0.9932,0.104,0.0018
Poisson,46.41,0.9938,0.0815,0.0019
Poisson,45.92,0.9936,0.0833,0.0019
Poisson,41.98,0.9912,0.1303,0.0018
Poisson,44.69,0.9934,0.0723,0.0021
Poisson,43.57,0.9928,0.0983,0.0027
Poisson,45.2,0.9926,0.0839,0.0031
Poisson,44.83,0.9916,0.0935,0.0024
Poisson,42.82,0.991,0.1171,0.0019
Poisson,43.93,0.992,0.1016,0.0018
Poisson,44.22,0.9916,0.095,0.0019
Poisson,44.99,0.9937,0.0712,0.0019
Poisson,44.71,0.9916,0.0918,0.0018
Poisson,44.71,0.9913,0.0887,0.0018
Poisson,43.51,0.9884,0.1078,0.0019
Poisson,48.05,0.995,0.0571,0.0019
Poisson,46.68,0.9934,0.0699,0.0019
Poisson,44.46,0.9911,0.0908,0.002
Poisson,43.47,0.9915,0.1091,0.0019
Poisson,46.51,0.9939,0.0765,0.0019
Poisson,45.48,0.9928,0.0808,0.0021
Poisson,45.22,0.9938,0.0887,0.0019
Poisson,46.12,0.9939,0.0821,0.0019
Poisson,42.67,0.9914,0.1098,0.0019
Poisson,44.86,0.9935,0.0715,0.0018
Poisson,44.33,0.9911,0.094,0.0019
Poisson,42.9,0.9934,0.1017,0.0018
Poisson,43.33,0.9906,0.0966,0.0019
Poisson,45.17,0.9945,0.0923,0.0019
Poisson,42.1,0.9914,0.1282,0.0019
Poisson,44.64,0.9912,0.0867,0.0019
Poisson,42.75,0.991,0.118,0.0019
Poisson,43.91,0.9915,0.1038,0.002
Poisson,42.23,0.9916,0.1117,0.0019
Poisson,43.8,0.9886,0.105,0.0018
Poisson,44.89,0.9906,0.0917,0.0023
Poisson,43.56,0.9911,0.1075,0.0021
Poisson,44.45,0.9919,0.0993,0.0019
Poisson,44.04,0.9911,0.0939,0.0019
Poisson,42.99,0.9908,0.1132,0.0019
Poisson,46.37,0.9944,0.0792,0.0018
Poisson,43.94,0.9913,0.1017,0.002
Poisson,44.04,0.9933,0.0738,0.0019
Poisson,44.18,0.9913,0.0941,0.0019
Poisson,42.89,0.991,0.1157,0.0019
Poisson,44.2,0.9913,0.0997,0.0019
Poisson,43.61,0.9928,0.0981,0.0018
Poisson,42.79,0.9916,0.113,0.002
Poisson,45.83,0.9912,0.0764,0.002
Poisson,45.81,0.9921,0.0742,0.0019
Poisson,43.66,0.9914,0.1007,0.0018
Poisson,43.52,0.9882,0.1089,0.0018
Poisson,45.32,0.9929,0.0799,0.002
Poisson,45.5,0.9925,0.0797,0.002
Poisson,44.47,0.9913,0.0969,0.0018
Poisson,42.92,0.9916,0.111,0.0019
Poisson,43.54,0.9911,0.1014,0.0019
Poisson,43.82,0.9926,0.0943,0.0018
Poisson,44.22,0.9909,0.0933,0.0019
Poisson,46.14,0.9929,0.0765,0.0019
Poisson,44.74,0.9914,0.0933,0.0019
Poisson,44.74,0.9911,0.0886,0.0019
Poisson,43.86,0.9931,0.1103,0.0018
Poisson,44.14,0.991,0.097,0.0019
Poisson,44.54,0.9937,0.0729,0.0019
Poisson,46.46,0.9931,0.0737,0.0019
Poisson,46.87,0.9935,0.069,0.0019
Poisson,41.97,0.9912,0.1301,0.0019
Poisson,43.95,0.9934,0.1074,0.0019
Poisson,42.54,0.9926,0.1134,0.0018
Poisson,43.82,0.9904,0.0934,0.0019
Poisson,43.68,0.9913,0.0989,0.0019
Poisson,45.01,0.9945,0.092,0.002
Poisson,42.68,0.9913,0.1136,0.0018
Poisson,43.02,0.9923,0.1045,0.0018
Poisson,45.33,0.9921,0.0773,0.002
Poisson,43.45,0.9929,0.0983,0.002
Poisson,44.16,0.9915,0.0963,0.0019
Poisson,43.49,0.9931,0.0991,0.0018
Poisson,43.33,0.9913,0.1036,0.0019
Poisson,43.3,0.991,0.0972,0.0019
Poisson,44.81,0.9916,0.094,0.0018
Poisson,44.93,0.9944,0.0931,0.0018
Poisson,43.18,0.9908,0.0979,0.0019
Poisson,43.51,0.9912,0.1062,0.0019
Poisson,43.73,0.991,0.0978,0.0019
Poisson,44.05,0.9915,0.0997,0.0019
Poisson,43.49,0.992,0.1022,0.0019
Poisson,43.07,0.9924,0.1031,0.0018
Poisson,47.47,0.9949,0.0608,0.0018
Poisson,43.76,0.9931,0.095,0.0019
Poisson,41.77,0.9914,0.1306,0.0018
Poisson,44.09,0.9934,0.0762,0.0019
Poisson,46.31,0.9923,0.0747,0.0019
Poisson,42.03,0.9912,0.1293,0.0018
Poisson,42.61,0.9926,0.1131,0.0018
Poisson,44.85,0.9944,0.0939,0.0019
Poisson,42.87,0.9909,0.1032,0.0019
Poisson,41.77,0.9913,0.1316,0.0018
Poisson,43.74,0.9929,0.0947,0.0019
Poisson,44.92,0.9946,0.0931,0.0019
Poisson,41.99,0.9914,0.1293,0.0018
Poisson,45.15,0.9924,0.0904,0.0019
Poisson,46.8,0.9933,0.0701,0.0018
Poisson,42.55,0.9911,0.1111,0.0019
Poisson,43.95,0.9925,0.1099,0.0018
Poisson,44.05,0.9911,0.0988,0.0018
Poisson,42.54,0.9927,0.1085,0.0019
Poisson,45.63,0.9912,0.0777,0.0018
Poisson,43.4,0.9922,0.1007,0.0018
Poisson,43.17,0.9908,0.1001,0.0019
Poisson,44.27,0.9915,0.0946,0.0018
Poisson,43.45,0.9929,0.0982,0.0019
Poisson,48.2,0.9954,0.0596,0.0019
Poisson,44.76,0.9925,0.0994,0.0019
Poisson,46.36,0.9929,0.0786,0.0019
Poisson,45.17,0.9898,0.0822,0.0019
Poisson,44.53,0.987,0.0991,0.0019
Poisson,44.73,0.9896,0.0989,0.0019
Poisson,45.1,0.9891,0.0854,0.0019
Poisson,45.26,0.9932,0.089,0.0019
Poisson,47.4,0.993,0.0502,0.0019
Poisson,47.86,0.9929,0.0603,0.0019
Poisson,44.0,0.9913,0.1051,0.0019
Poisson,45.07,0.9901,0.0896,0.0019
Poisson,45.19,0.9906,0.0948,0.0019
Poisson,44.44,0.9907,0.0887,0.0019
Poisson,44.2,0.9916,0.0957,0.0021
Poisson,45.62,0.9905,0.0897,0.0018
Poisson,44.63,0.9907,0.0932,0.0019
Poisson,45.44,0.9888,0.0595,0.0019
Poisson,45.99,0.9913,0.0828,0.0024
Poisson,44.79,0.9882,0.0986,0.0019
Poisson,44.46,0.9914,0.0925,0.0019
Poisson,45.27,0.9902,0.0811,0.0019
Poisson,45.85,0.9924,0.0805,0.0019
Poisson,45.65,0.992,0.0883,0.0019
Poisson,44.78,0.9887,0.0786,0.0018
Poisson,44.93,0.9923,0.0936,0.0019
Poisson,47.37,0.9929,0.0507,0.0019
Poisson,45.41,0.9911,0.081,0.0019
Poisson,44.91,0.9928,0.098,0.0019
Poisson,45.24,0.9926,0.1005,0.0019
Poisson,45.29,0.9903,0.0894,0.0018
Poisson,48.8,0.9942,0.0539,0.0019
Poisson,46.08,0.9915,0.078,0.0019
Poisson,44.05,0.9893,0.1107,0.0019
Poisson,45.28,0.9899,0.079,0.002
Poisson,45.27,0.9906,0.0823,0.0019
Poisson,43.52,0.9925,0.1007,0.0019
Poisson,45.25,0.9926,0.1005,0.0019
Poisson,44.94,0.9883,0.0776,0.0018
Poisson,42.28,0.9918,0.1041,0.0019
Poisson,45.97,0.9917,0.0881,0.0019
Poisson,45.46,0.9905,0.092,0.0018
Poisson,45.39,0.99,0.0791,0.002
Poisson,46.51,0.9926,0.0776,0.0019
Poisson,44.4,0.9889,0.1033,0.0019
Poisson,43.38,0.9913,0.0761,0.0018
Poisson,46.24,0.9916,0.0687,0.0027
Poisson,45.0,0.9918,0.0786,0.0019
Poisson,43.67,0.9924,0.1104,0.0019
Poisson,48.23,0.9949,0.0645,0.0019
Poisson,45.26,0.9919,0.087,0.0019
Poisson,44.53,0.9901,0.0984,0.0018
Poisson,45.29,0.989,0.0709,0.0019
Poisson,45.4,0.9895,0.0784,0.0019
Poisson,44.14,0.9906,0.0745,0.0019
Poisson,45.79,0.9912,0.0836,0.0019
Poisson,44.6,0.9881,0.0817,0.0018
Poisson,43.7,0.991,0.0852,0.0019
Poisson,44.34,0.992,0.0987,0.002
Poisson,46.39,0.9921,0.0703,0.0047
Poisson,46.78,0.9932,0.0531,0.0019
Poisson,43.52,0.9921,0.1056,0.0019
Poisson,46.67,0.9924,0.0549,0.0018
Poisson,44.48,0.9904,0.0962,0.0018
Poisson,43.17,0.992,0.1105,0.0018
Poisson,46.19,0.9925,0.0707,0.0018
Poisson,42.34,0.9902,0.1088,0.0019
Poisson,45.35,0.9925,0.087,0.0018
Poisson,45.6,0.9921,0.0848,0.0019
Poisson,44.18,0.9913,0.1003,0.0019
Poisson,45.85,0.992,0.0781,0.0018
Poisson,44.18,0.9926,0.0974,0.002
Poisson,45.52,0.9907,0.0826,0.0018
Poisson,45.04,0.9908,0.0959,0.0018
Poisson,44.93,0.9925,0.0963,0.0018
Poisson,45.51,0.9929,0.0922,0.0018
Poisson,45.52,0.9899,0.08,0.0019
Poisson,43.11,0.9932,0.1123,0.0018
Poisson,45.15,0.9911,0.0923,0.0018
Poisson,43.74,0.9895,0.1156,0.0019
Poisson,45.07,0.9928,0.095,0.0019
Poisson,47.03,0.9928,0.0497,0.0018
Poisson,42.96,0.9916,0.0743,0.0019
Poisson,45.91,0.9918,0.088,0.0019
Poisson,46.7,0.9927,0.0657,0.0019
Poisson,46.11,0.9922,0.0709,0.0018
Poisson,44.27,0.9901,0.1039,0.0019
Poisson,42.65,0.9895,0.1093,0.0019
Poisson,44.59,0.9921,0.0935,0.0018
Poisson,45.59,0.9923,0.079,0.0018
Poisson,45.13,0.9936,0.0908,0.0018
Poisson,43.83,0.9904,0.0852,0.0018
Poisson,44.06,0.9929,0.1033,0.0018
Poisson,45.01,0.9919,0.0744,0.0019
Poisson,45.6,0.9914,0.0803,0.0019
Poisson,44.53,0.988,0.1024,0.0018
Poisson,46.89,0.9921,0.0681,0.0018
Poisson,46.84,0.9926,0.054,0.0019
Poisson,42.75,0.994,0.1182,0.0018
Poisson,45.33,0.9922,0.0986,0.0018
Poisson,44.48,0.9904,0.0915,0.0019
Poisson,45.07,0.9918,0.0982,0.0018
Poisson,43.18,0.9927,0.1109,0.0019
Poisson,44.42,0.9941,0.0958,0.0018
Poisson,42.8,0.9927,0.1226,0.0018
Poisson,42.32,0.9946,0.1184,0.002
Poisson,41.71,0.9943,0.1268,0.0018
Poisson,43.27,0.9937,0.1064,0.0018
Poisson,44.62,0.9949,0.1084,0.0018
Poisson,42.4,0.9935,0.1161,0.0018
Poisson,43.49,0.993,0.1087,0.0018
Poisson,42.53,0.9916,0.1195,0.0018
Poisson,42.15,0.9897,0.1239,0.0018
Poisson,42.1,0.991,0.1244,0.0019
Poisson,42.99,0.9886,0.1259,0.0018
Poisson,42.56,0.9911,0.1219,0.0019
Poisson,43.19,0.9934,0.1059,0.0019
Poisson,42.26,0.9922,0.124,0.0018
Poisson,42.86,0.993,0.1148,0.0018
Poisson,42.18,0.9922,0.1179,0.0018
Poisson,41.82,0.9928,0.1222,0.0018
Poisson,42.08,0.9915,0.1248,0.0018
Poisson,42.13,0.9906,0.1223,0.0018
Poisson,42.66,0.9927,0.1159,0.0018
Poisson,43.2,0.9935,0.1092,0.0019
Poisson,40.67,0.9937,0.1285,0.0018
Poisson,43.81,0.994,0.1056,0.0018
Poisson,43.38,0.9929,0.1126,0.0018
Poisson,43.34,0.994,0.1049,0.0018
Poisson,41.63,0.9935,0.129,0.0018
Poisson,43.8,0.9915,0.1243,0.0018
Poisson,43.28,0.9925,0.1183,0.0018
Poisson,42.63,0.9932,0.1183,0.002
Poisson,42.79,0.9942,0.1212,0.0018
Poisson,42.75,0.9935,0.1173,0.0018
Poisson,42.67,0.9922,0.1163,0.002
Poisson,41.84,0.9936,0.1234,0.0018
Poisson,43.45,0.9936,0.1052,0.0018
Poisson,43.5,0.9898,0.1224,0.0018
Poisson,43.73,0.9931,0.118,0.0018
Poisson,42.84,0.9935,0.1259,0.0018
Poisson,42.59,0.9933,0.1145,0.0018
Poisson,41.98,0.9938,0.1156,0.0018
Poisson,44.22,0.9918,0.1016,0.0019
Poisson,42.58,0.9935,0.1188,0.0018
